id;calle3;numero;depto_normal;manzana_normal;lote_normal
360535;B° 500 VIV SUR MZA;170;C: 1;MZ 170;
360536;B°650 VDAS SUR M;170;15;MZ 170;
360537;SERRANIAS PUNTANAS MZA;170;CS 19;MZ 170;
360538;Bø 650 VIVIENDAS SUR MZA;170;C:13;MZ 170;
360539;B° 500 VIV. SUR M:;170;C:5;MZ 170;
360540;B° 500 VIV.SUR M:;170;C:5;MZ 170;
360541;500 VIV SUR M:;170;C:6;MZ 170;
360542;B°SERRANIAS PUNTANAS MZA;170;CS 9;MZ 170;
360543;B° 150 VDAS M;170;C:3;MZ 170;
360544;B° 150 VV M:;170;C:03;MZ 170;
360545;SERRANIAS PUTANAS M:;170;C:18;MZ 170;
360546;Bø 150 VIV. M:;170;C:16;MZ 170;
360547;B° SERRANIAS PUNTANAS M:;170;C:17;MZ 170;
360548;B° 150 VDAS SUR M;1701;C:3;MZ 1701;
360549;LOS ALGARROBOS BLANCOS P:;1703;;;
360550;ALÑGARROBO BLANCO PARCELA;1703;;;
360551;LOS ALGARROBOS BLANCOS N°;1703;;;
360552;B° S.PUNTANAS;171;C: 04;;
360553;B° SERRANIAS PUNTANAS M:;171;C: 2;MZ 171;
360554;B° S.PUNTANAS;171;C: 18;;
360555;B° 150 VIV.SUR;171;4;;
360556;B° 150 VIV.SUR;171;4;;
360557;B° S.PUNTANAS;171;C: 19;;
360558;B° SERRANIAS PUNTANAS MZ;171;C.07;MZ 171;
360559;Bø SERRANIAS PUNTANAS M:;171;C:16;MZ 171;
360560;B° SERRANIAS PUNTANAS M:;171;C:20;MZ 171;
360561;B° 500 VIV.SUR;171;17;;
360562;B° 500 VIV.SUR;171;11;;
360563;B° 500 VIV.SUR;171;11;;
360564;B° 500 VIV.SUR;171;C: 09;;
360565;B° 500 VIV.SUR;171;C: 13;;
360566;B° SERRANIAS PUNTANAS M:;171;C: 9;MZ 171;
360567;650 VIVIENDAS MZ:;171;C: 2;MZ 171;
360568;Bø 500 VIV SUR M:;171;C: 5;MZ 171;
360569;500 VDAS SUR AMP 150 VIV;171;C:11;;
360570;B° 500 VIV. SUR M:;171;C:7;MZ 171;
360571;B° 650 VV. SUR M:;171;C:20;MZ 171;
360572;B°SERRANIAS PUNTANAS MZA;171;CS 17;MZ 171;
360573;B°SERRANIAS PUNTANAS MZA;171;CS 9;MZ 171;
360574;B° SERRANIAS PUNTANAS M:;171;C:10;MZ 171;
360575;B°500 VDAS SUR MZA;171;CS 13;MZ 171;
360576;B° 150 VV. M:;171;C:12;MZ 171;
360577;PUNTANAS SUR M;171;C:1;MZ 171;
360578;B° 500 VIV. M:;171;C:11;MZ 171;
360579;B°150 VDAS SERRANIAS PUNT;171;CS 10;;
360580;Bø SERRAN PUNTANAS M:;171;C: 10;MZ 171;
360581;B° 500 VDAS SUR MZ;171;C.07;;
360582;B° 500 VIV. SUR M:;171;C:5;MZ 171;
360583;B°SERRANIAS PUNTANAS MZA;171;CS 17;MZ 171;
360584;B°SERR PUNTANAS MZA;171;CS 6;MZ 171;
360585;B° 500 VIV.M:;171;C:5;MZ 171;
360586;B° 650 VIV M:;171;C: 20;MZ 171;
360587;B° 650 VDAS MZ:;171;C:19;MZ 171;
360588;B° 150 VIV. M:;171;C:12;MZ 171;
360589;B° 650 VIVIENDAS MZ:;171;C:19;MZ 171;
360590;B° 150 V DAS S.PUNTANAS;171;10;;
360591;Bø 650 VDAS;171;C:06;;
360592;B° COMPLEJO SERR.PUNT.M:;171;C:01;MZ 171;
360593;B° SERRANIAS PUNTANAS M:;171;C:08;MZ 171;
360594;SERRANIAS PUNTANAS MZ:;171;CS:18;MZ 171;
360595;B° SERRANIAS PUNTANAS M:;171;C:18;MZ 171;
360596;B° SERRANIAS PUNTANAS M:;171;C:6;MZ 171;
360597;B° SERRANIAS PUNTANAS MZA;171;C.16;MZ 171;
360598;B° SERRANIAS PUNTANAS M:;171;C:1;MZ 171;
360599;Bø SERRANIAS PUNTANAS M:;171;C:02;MZ 171;
360600;B° SERRANIAS PUNTANAS MZ:;171;CS:18;MZ 171;
360601;PJ MAURO;1715;;;
360602;C.PEÑALOZA;1717;;;
360603;CHACHO PEÑALOZA;1717;;;
360604;B° S.PUNTANAS;172;C: 09;;
360605;B° 500 VIV. S M:;172;C:19;MZ 172;
360606;B° 500 VIV.SUR;172;18;;
360607;B° 500 VIV.SUR;172;13;;
360608;B° 500 VIV.SUR;172;C: 20;;
360609;B° 500 VIV.SUR;172;C: 11;;
360610;B° SERRANIAS PUNTANAS M:;172;C:2;MZ 172;
360611;BøSERRANIAS PUNTANAS M:;172;C: 2;MZ 172;
360612;B° 500 VDAS SUR MZ:;172;C:12;MZ 172;
360613;B° SERRA.PUNTANAS M:;172;C:18;MZ 172;
360614;B° 500 VIV. M:;172;C:18;MZ 172;
360615;500 VIV SUR AMPL 150 VDAS;172;C:06;;
360616;B° SERRANIAS PUNTANAS M:;172;C:8;MZ 172;
360617;B° 500 VIV. SUR M:;172;C:14;MZ 172;
360618;Bø 500 VDAS M:;172;C:10;MZ 172;
360619;B° SERRANIAS PUNTANAS M:;172;C:05;MZ 172;
360620;B° 500 VIV SUR MZ:;172;C:10;MZ 172;
360621;B° 500 VIV.SUR M:;172;C:20;MZ 172;
360622;B° 500 VDAS SUR MZ;172;C:20;;
360623;B° 500 VIV.SUR M:;172;C:6;MZ 172;
360624;B° 500 VIV SUR M;172;C:19;MZ 172;
360625;B° SERRANIAS PUNTANAS M:;172;C:07;MZ 172;
360626;B° 500 VIV.SUR M:;172;C:20;MZ 172;
360627;B° 500 VDAS M:;172;C:20;MZ 172;
360628;B° 650 VV SUR M:;172;C:09;MZ 172;
360629;SERRANIAS PUNT M:;172;C 14;MZ 172;
360630;500 VIV AMPLI 150 MZA;172;C:3;MZ 172;
360631;B°650 VDAS SUR M;172;C:9;MZ 172;
360632;B° 650 VIV. M:;172;C:1;MZ 172;
360633;B° SERRANIAS PUNTANAS M:;172;C.05;MZ 172;
360634;500 VIV SUR M:;172;C.17;MZ 172;
360635;150 VIV EXT 500 VDAS MZA;172;C:13;MZ 172;
360636;B°500 VIV SUR M:;172;C:15;MZ 172;
360637;B° 150 VIV. M:;172;C:3;MZ 172;
360638;B°500 VDAS EXT 150 VIV R;172;C:4;;
360639;B° 500 VIV SUR M:;172;C: 12;MZ 172;
360640;B° S.PUNTANAS;172;17;;
360641;B° S.PUNTANAS;173;C. 8;;
360642;B° SERRANIAS PUNTANAS M:;173;C:9;MZ 173;
360643;B° S.PUNTANAS;173;02;;
360644;B° S.PUNTANAS;173;C: 16;;
360645;B° S.PUNTANAS;173;C: 12;;
360646;B° S.PUNTANAS;173;19;;
360647;B° S.PUNTANAS;173;C: 08;;
360648;B° S.PUNTANAS;173;C: 05;;
360649;Bø 650 VIV. MZA:;173;C:1;MZ 173;
360650;Bø650 VIV M:;173;C: 18;MZ 173;
360651;B° 500 VIV.SUR;173;07;;
360652;B° 500 VIV.SUR;173;16;;
360653;B° 500 VIV.SUR;173;10;;
360654;Bø 500 VIV M:;173;C: 1;MZ 173;
360655;B° 500 VIV.SUR M:;173;C:4;MZ 173;
360656;B°150 VIVI SUR MZA;173;C:14;MZ 173;
360657;B°500 VDAS SUR ANEX 150 M;173;C 03;MZ 173;
360658;B° 500 VIV. M:;173;C:1;MZ 173;
360659;B° 500 VIV SUR M:;173;C: 7;MZ 173;
360660;B° SERRANIAS PUNTANAS M:;173;C:4;MZ 173;
360661;B° 650 VDAS M;173;C:18;MZ 173;
360662;B° 500 VDAS MZA;173;C.10;MZ 173;
360663;B° HORNERO 1 OLEGARIO AND;173;;;
360664;B° SERRANIAS PUNTANAS M:;173;C:12;MZ 173;
360665;B°150 VDAS SUR M;173;14;MZ 173;
360666;B° AMPL.150 VIV SUR M:;173;C.17;MZ 173;
360667;B° 500 VIV. SUR M:;173;C:16;MZ 173;
360668;B° S.PUNTANAS M:;173;C:12;MZ 173;
360669;AMPLIACION DEL 150 VDAS M;173;C:17;MZ 173;
360670;B° 500 VDAS SUR MZ;173;C.03;;
360671;150 VIV MZA;173;C:15;MZ 173;
360672;S.PUNTANAS M:;173;CS:9;MZ 173;
360673;B 500 V.S.M:;173;C:10;MZ 173;
360674;B°S.PUNTANAS MZ:;173;C:19;MZ 173;
360675;500 VDAS SUR MZ;173;C:03;;
360676;Bø SERRANIAS PUNTANAS M:;173;C:17?;MZ 173;
360677;B° SERRANIAS PUNTANAS M:;173;C:17;MZ 173;
360678;B° 500 VV SUR ANEX 150 M:;173;C:03;MZ 173;
360679;B° 500 VIV SUR M:;173;C.16;MZ 173;
360680;500 VIV SUR M:;173;C:13;MZ 173;
360681;B°500 VDAS SUR MZA;173;CS 16;MZ 173;
360682;Bø SERRANIAS PUNTANAS M:;173;C:06;MZ 173;
360683;B° SIERRAS PUNTANAS;173;C: 4;;
360684;B° 650 VDAS M;173;C:18;MZ 173;
360685;B°SERRANIAS PUNTANOS MZA;173;CS19;MZ 173;
360686;B° 500 VIV SUR M;173;C:06;MZ 173;
360687;SERRANIAS PUNTANAS MZA.;173;C.06;MZ 173;
360688;B° 500 VDAS SUR MZA;173;CS 7;MZ 173;
360689;B° SERRA.PUNTANAS M:;173;C:9;MZ 173;
360690;SERRANIAS PUNTANAS;173;14;;
360691;Bø500 VIV SUR M:;173;C: 11;MZ 173;
360692;Bø SERRANIAS PUNTANAS M:;173;C:6;MZ 173;
360693;B° 500 VIV. M:;173;C:2;MZ 173;
360694;Bø 500 VIV M:;173;C_ 20;MZ 173;
360695;B°500 VDAS SUR MZA;173;CS 3;MZ 173;
360696;B° S.PUNTANAS;173;1;;
360697;SANTA FE SUR;174;;;
360698;JUVENILLA;175;;;
360699;O.V.ANDRADE;175;;;
360700;PJE.JUVENILLA;175;;;
360701;PJE.JUVENILLA;175;;;
360702;ESTRELLA DEL SUR MZ;176;C.18;;
360703;B° 500 VIV.SUR;176;18;;
360704;B° M.TIBILETTI;178;;;
360705;B°M.TIBILETTI CALLE 41;178;;;
360706;B° M.TIBILETTI CALLE 41 C;178;CS 178;;
360707;B° M.TIBILETTI CALLE 41CS;178;;;
360708;B° 544 VIV.;18;;;K
360709;B° 544 VIV.;18;;;
360710;B° 544 VIV.;18;;;B
360711;B° 544 VIV.;18;;;
360712;B° EL HORNERO;18;;A;
360713;B° EL HORNERO;18;;MZ: C;
360714;B° EL HORNERO;18;;C;
360715;B° EL HORNERO;18;;E;
360716;B° EL HORNERO;18;;J;
360717;B° EL HORNERO;18;;;MZ: A
360718;B° EL HORNERO;18;;;H
360719;B° EL HORNERO;18;;;MZ:B
360720;B° 544 VIV.;18;;MZ R;
360721;B° 544 VIV.;18;;MZ E;
360722;B° 544 VIV.;18;;MZ Q;
360723;B° 544 VIV.;18;;MZ M;
360724;B° 544 VIV.;18;;MZ N;
360725;B° 544 VIV.;18;;MZ N;
360726;B° 544 VIV.;18;;MZ V;
360727;B° 544 VIV.;18;K;;
360728;B° 114 VIV.;18;;192;
360729;B° SAN LUIS XV(15);18;;MZ: I;
360730;B° SAN LUIS XV(15);18;;L;
360731;B° SAN LUIS XV(15);18;;L;
360732;B° SAN LUIS XV(15);18;M:F;;
360733;B° SAN LUIS XV(15);18;;;MZ: N
360734;B° SAN LUIS XV(15);18;;;H
360735;B° M.TORO;18;;;MZ: F
360736;B° M.TORO;18;;;
360737;B° SAN LUIS XV(15);18;;;
360738;B° SAN LUIS XV(15);18;;MZ: E;
360739;B° SAN LUIS XV(15);18;;MZ: B;
360740;B° SAN LUIS XV(15);18;;;
360741;B° M.TORO;18;;E;
360742;B° M.TORO;18;;O;
360743;B° M.TORO;18;;P;
360744;B° M.LEZCANO;18;;F;
360745;B° M.LEZCANO;18;;;
360746;B° L.RODRIGUEZ;18;;;
360747;B° L.RODRIGUEZ;18;;;MZ: D
360748;B° M.LEZCANO;18;;H;
360749;B° M.LEZCANO;18;;MZ: D;
360750;B° M.LEZCANO;18;;MZ: D;
360751;B° JARDIN DEL SUR;18;;;
360752;B° JARDIN DEL SUR;18;;;
360753;B° JARDIN DEL SUR;18;;;
360754;B° JARDIN DEL SUR;18;;;MZ: E
360755;B° L.RODRIGUEZ;18;;MZ: R;
360756;B° L.RODRIGUEZ;18;;D;
360757;B° L.RODRIGUEZ;18;;F;
360758;B° J.F.BOGADO;18;;;R
360759;B° J.DE DIOS GARRO;18;;Ñ;
360760;B° J.DE DIOS GARRO;18;;;G
360761;B° J.F.BOGADO;18;;MZ: N;
360762;B° J.F.BOGADO;18;;D;
360763;B° J.F.BOGADO;18;;MZ: L;
360764;B° J.F.BOGADO;18;;MZ: N;
360765;B° ESTRELLA DEL SUR;18;;B;
360766;B° ESTRELLA DEL SUR;18;;192;
360767;B° EL LINCE;18;;MZ 36;18
360768;B° EL LINCE;18;C: 07;;
360769;B° EL LINCE;18;;24;
360770;B° EL LINCE;18;C: 22;;
360771;B° EL LINCE;18;C:23;;
360772;B° EL LINCE;18;C: 07;;
360773;B° EL LINCE;18;16;;
360774;B° EL LINCE;18;C: 16;;
360775;B° EL LINCE;18;C: 15;;
360776;B° EL LINCE;18;C: 22;;
360777;B° EL LINCE;18;4;;
360778;B° EL LINCE;18;C: 12;;
360779;B° EL LINCE;18;;;
360780;B° EL LINCE;18;;;
360781;B° EL LINCE;18;27;;
360782;B° EL LINCE;18;04;;
360783;B° EST.DEL SUR;18;;;MZ: 11-A
360784;B° 544 VIV.;18;;;MZ: J
360785;B° 544 VIV.;18;;;
360786;B° 544 VIV.;18;;;P
360787;B°S.LUIS XV MZ.D C:;18;CS 18;MZ.D;
360788;B° EL LINCE M:;18;C:10;MZ 18;
360789;B° EL LINCE M:;18;C:7;MZ 18;
360790;B° EL LINCE M:;18;C:21;MZ 18;
360791;S.ALLENDE;18;;;
360792;B°EL HORNERO MZ:I CS:;18;CS 18;;
360793;B° 544 VIV.;18;U;;
360794;B°EL LINCE;18;40;;
360795;B°J.DEL SUR MZ:D C:;18;CS 18;;
360796;B° SAN LUIS XV MZ: M C:;18;CS 18;;
360797;Bº 114 VDAS MZ: 187 C:;18;CS 18;;
360798;Bº E.DEL SUR MZ: 192 C:;18;CS 18;;
360799;MANZ 196;18;;;
360800;B° 500 VIV.SUR;18;C: 05;;
360801;B° 500 VIV.SUR;18;;;
360802;B° 500 VIV.SUR;18;;;
360803;B° 500 VIV.SUR;18;;18;
360804;B° 500 VIV.SUR;18;;156;
360805;B° 500 VIV.SUR;18;;130;
360806;B° 500 VIV.SUR;18;;148;
360807;B° 500 VIV.SUR;18;;118;
360808;B° 500 VIV.SUR;18;;144;
360809;B° M.DEL PORTEZUELO;18;C: 16;;
360810;B° M.DEL PORTEZUELO;18;C: 12;;
360811;B° M.DEL PORTEZUELO;18;;11;
360812;B° M.DEL PORTEZUELO;18;C: 14;;
360813;B° M.DEL PORTEZUELO;18;C: 14;;
360814;B° M.DEL PORTEZUELO;18;C: 18;;
360815;B° M.DEL PORTEZUELO;18;13;;
360816;B° 30 VIV.;18;C: 18;;
360817;B° S.PUNTANAS;18;;;
360818;B° P.MUJICA;18;;D;18
360819;B° P.MUJICA;18;;MZ: D;
360820;B° P.MUJICA;18;;;MZ: E
360821;B° P.MUJICA;18;;;MZ: G
360822;B° S.PUNTANAS;18;;2;18
360823;B° S.PUNTANAS;18;;249;18
360824;B° S.PUNTANAS;18;;33;
360825;B° S.PUNTANAS;18;;157;
360826;B° S.PUNTANAS;18;;112;18
360827;B° S.PUNTANAS;18;;40;
360828;B° S.PUNTANAS;18;;33;
360829;B° S.PUNTANAS;18;;;
360830;B° S.PUNTANAS;18;;;
360831;B° 200 VIV.SUR;18;;MZ: A;
360832;B° 200 VIV.SUR;18;;MZ: A;
360833;B° 200 VIV.SUR;18;;C;
360834;B° 109 VIV.;18;;F;
360835;B° 109 VIV.;18;;;MZ: F
360836;B° 109 VIV.;18;;;MZ:F
360837;B° J.DE DIOS GARRO MZ.A1;18;;MZ.A;
360838;B°S.LUIS 15 MZ:K C:;18;CS 18;;
360839;B° 500 VIV. SUR;18;151;;
360840;BøSAN LUIS XXVI MZA 2 CS;18;;;
360841;B° EL LINCA;18;16;;
360842;B° EL LINCE MZ.;18;C:15;MZ 18;
360843;B° FELIX BOGADO;18;N;;
360844;B° MIRADOR DEL PORTEZUELO;18;C:9;;
360845;B° 144 V. M: C C:;18;CS 18;;
360846;Bø M TORO MZA I;18;;;
360847;B°EL LINCE M:;18;C.9;MZ 18;
360848;Bø EL LINCE MZ:;18;C:16;MZ 18;
360849;B° F.BOGADO;18;L;;
360850;MIRADOR DEL PORTEZUELO MZ;18;C.14;;
360851;B°500 VDAS SUR MZA 107 CS;18;S/N;;
360852;B°MIRADOR DEL PORTEZUELO;18;C.09;;
360853;Bø F.AMERICANOS MZ.77 C.;18;CS 18;;
360854;B° MIRAD DEL PORTEZUELM:;18;C:6;MZ 18;
360855;B°F.BOGADO MZ:B C:;18;CS 18;;
360856;B°V.DE LUJAN LOTE.B;18;;;
360857;B°EL LINCE MZ:;18;C:32;MZ 18;
360858;B° EL LINCE;18;26;;
360859;Bø M. LEZCANO MZA H;18;;;
360860;B° EL LINCE MZA;18;C,20;MZ 18;
360861;B° PUCARA;18;A;;
360862;SAN LUIS 23 MZ.B;18;;MZ.B;
360863;B°J.DEL SUR;18;E;;
360864;B° EL LINCE M:;18;C: 26;MZ 18;
360865;Bø EL LINCE;18;C:16;;
360866;B° EL LINCE M:;18;C:17;MZ 18;
360867;B°MIRADOR DEL PORTEZUEL M;18;CS 2;MZ 18;
360868;Bø544 VIV.MZ:Q C:;18;CS 18;;
360869;Bø M.LEZCANO M:L C:;18;CS 18;;
360870;B° EL LINCE MZA;18;C.02;MZ 18;
360871;B° EL LINCE MZA;18;C.06;MZ 18;
360872;Bø 544 VIV.-MZA.B-CASA;18;;;
360873;B° EL LINCE M:;18;C:05;MZ 18;
360874;Bø EL LINCE M:;18;C:11;MZ 18;
360875;200 VDAS MUNICIPALES;18;MZ.B;;
360876;B° M.DEL PORTEZUELO M:;18;C:18;MZ 18;
360877;B° PADRE MUJICA MZ:G CS:;18;CS 18;;
360878;B° LUCAS RODRIGUEZ MZ:Z C;18;CS 18;;
360879;BøEL LINCE M:;18;C: 15;MZ 18;
360880;B° SAN LUIS XV MZA L CS;18;S/N;;
360881;B° EL LINCE;18;36;;
360882;B° SERRANIAS PUNTANAS;18;46;;
360883;B° SAN LUIS XV MZ. Ñ CS.;18;CS 18;;
360884;B° MIRADOR DEL PORTEZ M:;18;C:6;MZ 18;
360885;Bø J.F.BOGADO M:L C:;18;CS 18;;
360886;B° SAN LUIS XV M: Ñ C:;18;CS 18;;
360887;B° SAN LUIS XV MZ Ñ CS;18;;;
360888;B°EL HORNERO MZA B CASA;18;;;
360889;B° SERRANIAS PUNTANAS;18;52;;
360890;B° LUCAS RDRIGUEZ M: A C:;18;CS 18;;
360891;Bø EL LINCE M:;18;C:18;MZ 18;
360892;B° M. DEL PORTEZUELO M:;18;C:4;MZ 18;
360893;B°L.RODRIGUEZ MZ:S C:;18;CS 18;;
360894;B° M.DEL PORTEZ. M:;18;C:10;MZ 18;
360895;BøF.AMERICANOS;18;B;;
360896;B° M. DEL PORTEZUELO M:;18;C:14;MZ 18;
360897;B° ESTRELLA DEL SUR;18;13;;
360898;B° JARDIN DEL SUR MZ:I CS;18;;;
360899;Bø PUCARA M: B C:;18;CS 18;;
360900;B°EL HORNERO P.B DT:;18;;;
360901;Bø EL LINCE M:;18;C:14;MZ 18;
360902;B° SAN LUIS XV MZ N CS;18;;;
360903;B° SERRANIAS PUNT M: 5 C:;18;CS 18;;
360904;BøCOMPLEJO HABITACIONAL M;18;C 6;MZ 18;
360905;B° MIRADOR DEL PORTEZUELO;18;MZ.18;;
360906;B°PLAN JOVENES 25 Y 35 CS;18;MZ A;;
360907;Bø 544 VIV.;18;MZA.M;;
360908;B° EL LINCE M:;18;C:15;MZ 18;
360909;Bø 500 VIV. SUR;18;130;;
360910;BøM.LEZCANO MZ:A C:;18;CS 18;;
360911;B°EL LINCE MZ:;18;C:25;MZ 18;
360912;B° EL MIRADOR DEL PORTEZU;18;C:8;;
360913;B° 500 VIV.;18;169;;
360914;B° MIRADOR DEL PORTEZUELO;18;8;;
360915;Bø EL LINCE;18;C:14;;
360916;Bø J DE DIOS GARRO M:M CS;18;;;
360917;B° EL LINCE MZ:;18;C:2;MZ 18;
360918;B° MIR.DEL PORTEZUELO M:;18;C:19;MZ 18;
360919;Bø EL LINCE MZA:40 CASA;18;;;
360920;B°400 VDAS MIRADOR DEL P;18;CS 3;;
360921;B° SAN LUIS XV;18;F:25;;
360922;Bø M.TORO M:D C:;18;CS 18;;
360923;BøEL LINCE MN.;18;C:05;;
360924;B° EL LINCE MZ:;18;C:31;MZ 18;
360925;B° EL LINCE MZ.;18;CS 12;MZ 18;
360926;B° EL LINCE M:;18;C:23;MZ 18;
360927;B° MIR.DEL PORTEZUELO M:;18;C:11;MZ 18;
360928;Bø EL LINCE MZ:;18;C:10;MZ 18;
360929;B° JARDIN DEL SUR;18;I;;
360930;B° 544 VIV.;18;E;;
360931;BøMIRADOR DEL PORT M:;18;C:7;MZ 18;
360932;Bø 109 VIV.M:B C:;18;CS 18;;
360933;BøEL LINCE M:;18;C:21;MZ 18;
360934;B 500 VIVI SUR M.160;18;;;
360935;B° M.DEL PORTEZUELO M:;18;CS.4;MZ 18;
360936;BøMIRADOR DEL PORT M:;18;C:11;MZ 18;
360937;BøM.DEL PORTEZUELO M:;18;C:11;MZ 18;
360938;B° EL LINCE;18;E;;
360939;B° EL LINCE M:;18;C:21;MZ 18;
360940;B°EL LINCE M:;18;C:09;MZ 18;
360941;B° EL LINCE MZ;18;C:9;MZ 18;
360942;B° SERRANIAS PUNTANAS;18;09;;
360943;B° SERRANIAS PUNTANAS;18;51;;
360944;B°MIRADOR DEL PORTEZUEL M;18;CS 12;MZ 18;
360945;B° M.DEL PORTEZUELO M:;18;C:18;MZ 18;
360946;Bø SAN LUIS XV MZA B;18;;;
360947;MIRADOR DEL PORTEZUELO M:;18;C:02;MZ 18;
360948;B° EL LINCE M:;18;C:6;MZ 18;
360949;B°544 VIVIENDAS C:;18;CS 18;;
360950;PJE KONRAD LORENZ;18;;;
360951;PJE C LORENZ;18;;;
360952;B°500 VDAS SUR MZA 135 C;18;CS 18;;
360953;B° EL LINCE MZA;18;C.09;MZ 18;
360954;B° N KIRCHNER M: 233 C:;18;CS 18;;
360955;B° SERRANIAS PUNTANAS;18;MZ.4;;
360956;B°EL LINCE MZ.18 C.18;18;C:18;;
360957;Bø MIRADOR DEL PORT. M:;18;C: 4;MZ 18;
360958;B°EL LINCE M:;18;C.12;MZ 18;
360959;Bø SAN LUIS XV M: H C:;18;CS 18;;
360960;B° PUCARA M:F C:;18;CS 18;;
360961;B° EL LINCE MZ:;18;12;MZ 18;
360962;BøM.DEL PORTEZUELO M:;18;CS:17;MZ 18;
360963;Bø EL LINCE MZA;18;C.25;MZ 18;
360964;Bø 544 VDAS;18;B;;
360965;B° MIRADOR DEL PORTEZ M:;18;C:9;MZ 18;
360966;JUAN DE DIOS GARRO;18;A;;
360967;Bø EL LINCE MZ:;18;C:27;MZ 18;
360968;Bø SAN LUIS XV MZ: N C:;18;CS 18;;
360969;B° 500 VIV.;18;111;;
360970;Bø EL LINCE MZ:;18;C:5;MZ 18;
360971;B° EL LINCE MZ:;18;C:12;MZ 18;
360972;B° 544 VIVIENDAS;18;B;;
360973;Bø EL LINCE MZ:;18;C.29;MZ 18;
360974;B° PUCARA MZ:A C:;18;CS 18;;
360975;Bø EL LINCE MZ:;18;CS.14;MZ 18;
360976;B° FELIX BOGADO;18;C;;
360977;B°114 VIV.;18;189;;
360978;Bø J.DE D.GARRO MZ D4 CS;18;;;
360979;B° PLAN JOVEN M:B C:;18;CS 18;;
360980;BøM.DEL PORTEZUELO M:;18;C:18;MZ 18;
360981;Bø J.DE DIOS GARRO M.B C.;18;CS 18;;
360982;Bø MIR DEL PORTEZUELO M:;18;C: 2;MZ 18;
360983;Bø 544 VIV.;18;MZ U;;
360984;B° MIR.DEL PORTEZUELO M:;18;C:2;MZ 18;
360985;BøJARDIN SUR;18;D;;
360986;Bø EL LINCE M:;18;C: 31;MZ 18;
360987;B° EL LINCE M:;18;C:09;MZ 18;
360988;Bø MAXIMILIANO TORO;18;I;;
360989;B° MANUEL LEZCANO;18;K;;
360990;B° 114 VIV.;18;187;;
360991;B°EL HORNERO;18;H;;
360992;EL LINCE M:;18;C:22;MZ 18;
360993;Bø EL LINCE M:;18;C:23;MZ 18;
360994;Bø EL LINCE MZ:;18;C:23;MZ 18;
360995;BøM.DEL PORTEZUELO M:;18;C:15;MZ 18;
360996;BøM.TORO MZ:H C:;18;CS 18;;
360997;BøEL HORNERO MZ:D CS:;18;CS 18;;
360998;C.PEÑALOZA;180;;;
360999;C.PEÑALOZA;180;;;
361000;OLEGARIO ANDRADE;180;;;
361001;B°TIBILETI CALLE 45;180;;;
361002;C.PEÑALOZA;180;;;
361003;A.CAPDEVILLA;181;;;
361004;ARTURO CAPDEVILLA;181;;;
361005;EL HORNERO A CAPDEVILA;181;;;
361006;ARTURO CAPDEVILLA;181;;;
361007;A.CAPDEVILLA;181;;;
361008;B° M.TIBILETTI CALLE 45;182;;;
361009;B° EL HORNERO;183;;;183
361010;PJE.JUVENILLA;183;;;
361011;JUVENILLA;183;;;
361012;Bø EL HORNERO JUVENILIA;183;;;
361013;JOSE T. ZAVALA;1836;;;
361014;CORREDOR VIAL EVA PERON;1841;;;
361015;JOSE T. ZAVALA;1844;;;
361016;B° 114 VIV.;187;2;;
361017;Bø 114 VIV.;187;C:12;;
361018;B° 114 VIV.;187;8;;
361019;B° 114 VIV.;187;10;;
361020;B° 114 VIV.;187;C: 22;;
361021;B° 114 VIV.;187;C: 12;;
361022;B° 114 VIV.;187;C: 09;;
361023;B° 114 VIV.;187;C: 08;;
361024;B°114 VIV. M:;187;C: 15;MZ 187;
361025;B° 114 VIV. MZ:;187;C:11;MZ 187;
361026;B° 114 VIV. M:;187;C:21;MZ 187;
361027;Bø 114 VIV.MZA.;187;C:3;MZ 187;
361028;Bø 114 VIV.;187;C:25;;
361029;Bø 114 VIV. M:;187;C:17;MZ 187;
361030;B° 114 VIV. MZA:;187;C:12;MZ 187;
361031;B° 114 VIV. M:;187;C:20;MZ 187;
361032;Bø 114 VIV.;187;C:9;;
361033;Bø 114 V. MZ:;187;C:10;MZ 187;
361034;B° 114 VIV. M:;187;C:14;MZ 187;
361035;Bø 114 VIV.;187;C:06;;
361036;Bø 114 VIV.;187;CS:09;;
361037;Bø 114 VIV.MZ;187;C.10;;
361038;Bø 114 VIV.;187;C: 26;;
361039;B°114 VIV.MZ:;187;C:25;MZ 187;
361040;B°114 VIV.MZ:;187;C:7;MZ 187;
361041;B° 114 VIV. M:;187;C:12;MZ 187;
361042;Bø 114 VIV M:;187;C: 23;MZ 187;
361043;Bø 114 VIV.;187;C:20;;
361044;B° 114 M:;187;C:16;MZ 187;
361045;Bø 114 VIV.M:;187;C:19;MZ 187;
361046;B°114 VIV.MZ:;187;C:25;MZ 187;
361047;B° 114 VIV. M:;187;C:22;MZ 187;
361048;Bø 114 VIV.;187;C:4;;
361049;Bø 114 VIV.M.;187;20;MZ 187;
361050;Bø114 VDAS;187;C:20;;
361051;Bø114 VIV. MZ:;187;C:21;MZ 187;
361052;Bø114 VIV. MZ:;187;C:15;MZ 187;
361053;Bø114 VIV. MZ:;187;C:10;MZ 187;
361054;B° 114 VIV. MZ:;187;C:10;MZ 187;
361055;Bø 114 VIV.MZ:;187;C 26;MZ 187;
361056;B° 114 VIV M:;187;C:17;MZ 187;
361057;114 VDAS M:;187;C:12;MZ 187;
