id;calle3;numero;depto_normal;manzana_normal;lote_normal
349503;Bø L.RODRIGUEZ M:;S/N;Z C18;;
349504;BøJ.DEL SUR MZ: J;S/N;C:5;;
349505;B° JUAN DE DIOS GARRO M:;S/N;P C:5;;
349506;B° VIRGEN DE LUJAN MZ:;S/N;BC:20;;
349507;Bø 544 VIV.;S/N;J 2;;
349508;Bø 544 VIV.M:;S/N;B.C18;;
349509;Bø SAN LUIS XV(15);S/N;IC:04;;
349510;BøF.BOGADO MN.E.C.13;S/N;;;
349511;BøSAN LUIS XV MZ:;S/N;LL.14;;
349512;Bø EL LINCE MZ.35 CASA 1;S/N;;;
349513;BøJARDIN DEL SUR M:;S/N;B C11;;
349514;BøM.LEZCANO M:;S/N;I.C23;;
349515;Bø150 VIV M:168 C:13;S/N;;;
349516;Bø 544 VIV.MZA S CS 12;S/N;;;
349517;Bø EL HORNERO M:;S/N;G C:5;;
349518;BøJ.DEL SUR MZ.D CS.13;S/N;;MZ.D;
349519;Bø PUCARA MZ:A CS:8;S/N;;;
349520;Bø PUCARA M:E;S/N;C:10;;
349521;BøE.DEL SUR MZ.C CS.45;S/N;;MZ.C;
349522;Bø 544 VDAS MZ.D CS.6;S/N;;MZ D;
349523;Bø544VIV.MN.U.CASA 25;S/N;;;
349524;BøJ.F.BOGADO MN.E.CASA 24;S/N;;;
349525;BøEL LINCE MN.20 CASA 20;S/N;;;
349526;VIRGEN DE LUJAN MZA: C;S/N;C:30;;
349527;BøEL LINCE MZ.39 CS.16;S/N;;;
349528;Bø JARDIN SUR M:;S/N;EC:2;;
349529;Bø PUCARA M:;S/N;D.C3;;
349530;BøLUCAS RORIGUEZ M:D C:13;S/N;;;
349531;Bø544 VDAS.MZ.E CS.23;S/N;;MZ E;
349532;Bø J.DE DIOS GARRO M:Ñ;S/N;C:16;;
349533;B° F. BOGADO MZ:;S/N;E C:1;;
349534;BøS.LUIS XXIII M:D C:22;S/N;;;
349535;Bø544VIV.MN.A CASA 24;S/N;;;
349536;BøM.TORO MN.O CASA 7;S/N;;;
349537;BøSAN LUIS XV M:M C:6;S/N;;;
349538;Bø F.AMERICANOS M:A C:15;S/N;;;
349539;BøPUCARA M:F C:22;S/N;;;
349540;Bø544 VIV. MZ.Q CASA 13;S/N;;;
349541;Bø544 VIV.M:;S/N;H C:1;;
349542;BøLUCAS RODRIGUEZ M:A C:6;S/N;;;
349543;B° L.RODRIGUEZ MZ.V CS.5;S/N;;;
349544;Bø SERRANIAS PUNTANAS M:;S/N;43C15;;
349545;B° EL LINCE MZ.40 CS.6;S/N;;;
349546;B° SAN LUIS XV M:A;S/N;C:01;;
349547;B°M.LEZCANO MZ.K C.9;S/N;;;
349548;Bø JARDIN DEL SUR MZ:;S/N;I C23;;
349549;PUCARA;S/N;C-C:9;;
349550;Bø SAN LUIS XV(15) M:;S/N;EC:04;;
349551;B° EL LINCE MZ.20 CS.16;S/N;;;
349552;Bø M.LEZCANO;S/N;MDC2;;
349553;B° UNION SALVADOR ALLENDE;S/N;17;;
349554;B° LOS FRESNOS MZ.E CS.4;S/N;;MZ.E;
349555;BøF.BOGADO MZ:;S/N;Q C:3;;
349556;B° 200 VDAS M:;S/N;A C:5;;
349557;B° 500 VIV SUR M:;S/N;C:4;;
349558;B° 110 VIV. MZ.194 CS.7;S/N;;;
349559;FELIX BOGADO M: H;S/N;C:02;;
349560;B°L.RODRIGUEZ MZ.D C.19;S/N;;MZ.D;
349561;RIOBAMBA EXT SUR;S/N;S/N;;
349562;Bø SAN LUIS XV(15) MZ:;S/N;I.C:7;;
349563;Bø M.LEZCANO M:;S/N;G C13;;
349564;BøS.LUIS XV MZ.LL CS.14;S/N;;;
349565;B° 500 V. M: 134 C: 5;S/N;;;
349566;B° 544 VIV M:N C:21;S/N;;;
349567;B° PUCARA MZ.A CS.24;S/N;;MZ.A;
349568;Bø F BOGADO M:K C:17;S/N;;;
349569;CHACHO PEÑALOZA;S/N;1493;;
349570;B° L.RODRIGUEZ MZ.Y CS.8;S/N;;;
349571;B° EL HORNERO MZ.D CS.13;S/N;;MZ.D;
349572;B° 544 VIV. MZ.B CS.19;S/N;;MZ B;
349573;B° 109 VDAS MZ.A;S/N;C:12;MZ.A;
349574;B° MIRAD DEL PORTEZ M: 27;S/N;C: 15;;
349575;B° L.RODRIGUEZ M:;S/N;V.C4;;
349576;B° L.RODRIGUEZ-G.J.BURGOS;S/N;S/N;;
349577;B° 500 V. SUR M: 148 C: 1;S/N;;;
349578;Bø 544 VIV.M:;S/N;CC:06;;
349579;LUCAS RODRIGUEZ;S/N;C:7;;
349580;Bø109 VIV. M:;S/N;E C65;;
349581;Bø 544 VIV. M:;S/N;O C12;;
349582;B° M.TORO MZ.H CS.21;S/N;;MZ.H;
349583;B° F.BOGADO M:;S/N;QC:12;;
349584;B° SAN LUIS XV MZA F;S/N;C:3;;
349585;B°544 VIV. MZ.J CS.19;S/N;;;
349586;B° L.RODRIGUEZ MZ.H CS.8;S/N;;MZ.H;
349587;B°109 VIV.MZ.C CS.7;S/N;;MZ.C;
349588;B° 544 VIV. MZ.K CS.16;S/N;;;
349589;Bø EL LINCE MZ:;S/N;15C30;;
349590;B° EL HORNERO MZ.A CS,18;S/N;;MZ.A;
349591;BP. MUJICA MZ D C:03;S/N;;;
349592;B° EL HORNERO MZ:D CS:19;S/N;;;
349593;SAN LUIS XV MZA K;S/N;C.07;;
349594;B° 544 VIV. M:K;S/N;C:30;;
349595;B° L.RODRIGUEZ MZ.A CS.13;S/N;;MZ.A;
349596;B° 544 VIV. MZ.A C.25;S/N;;MZ A;
349597;BøS.LUIS XV MZ.F CS.9;S/N;;MZ.F;
349598;B° SOLID.ESTRE.SUR M:11B;S/N;C:14;;
349599;BøF.BOGADO MZ.LL CASA 9;S/N;;;
349600;RUTA 146 KM.6 SUR;S/N;S/N;;
349601;Bø SAN LUIS XV(15);S/N;M C:2;;
349602;BøEL LINCE MZ:13 CS:6;S/N;;;
349603;B° M. TORO M: H 8;S/N;3;;
349604;BøSAN LUIS XV MZ:D CS:16;S/N;;;
349605;BøL.RODRIGUEZ MZ:W CS:5;S/N;;;
349606;BøJ.F.BOGADO MZ:;S/N;JC:14;;
349607;BøL.RODRIGUEZ MN.V.C.05;S/N;;;
349608;BøJ.DEL SUR MN.H.C.16;S/N;;;
349609;BøS,LUIS XXIII MN.C.C.3;S/N;;;
349610;B° FRESNOS AMERICANOS M:;S/N;C.C:3;;
349611;SAN LUIS XV M:LL;S/N;C:12;;
349612;PJE.JUVENILLA 28;S/N;;;
349613;Bø SAN LUIS 26 MZ 1 CS 5;S/N;;;
349614;B° 500 VIV. SUR M:136;S/N;C:5;;
349615;BøL.RODRIGUEZ M:;S/N;Y C:4;;
349616;BøEL HORNERO II MN.08 C.2;S/N;;;
349617;BøL.RODRIGUEZ MN.S.C.07;S/N;;;
349618;BøF.BOGADO MN.R.CASA 27;S/N;;;
349619;BøFELIX BOGADO MZA:A;S/N;C.25;;
349620;BøEL HORNERO M:E;S/N;C:14;;
349621;Bø 544 VIV.M:;S/N;N.C22;;
349622;Bø 544 VIV. M:;S/N;QC:25;;
349623;BøJ.D.D.GARRO MN.Q.CASA 4;S/N;;;
349624;Bø EL HORNERO M:;S/N;HC:08;;
349625;B° L.RODRIGUEZ MZ.S;S/N;C:13;;
349626;SAN LUIS XIII M:B;S/N;C:19;;
349627;BøV.DE LUJAN M:C;S/N;C:38;;
349628;Bø MANUEL LEZCANO- M: N;S/N;C 2;;
349629;BøS.LUIS XXII MZ.A CS.4;S/N;;MZ.A;
349630;BøM.TORO MZ.D CS.25;S/N;;MZ.D;
349631;BøEL HORNERO MZ.F CS.20;S/N;C:20;MZ.F;
349632;BøF.BOGADO MN.F.;S/N;C:01;;
349633;Bø114VIV.MN.189 C.19;S/N;;;
349634;BøE.DEL SUR MN.E.CASA 72;S/N;;;
349635;SERRANIAS PUNTANAS M:;S/N;C:14;;
349636;EL FARO MZA. 247 LOTE.5;S/N;;;
349637;BøEL LINCE MN.18 C.03;S/N;;;
349638;BøEL LINCE MN.19 C.28;S/N;;;
349639;Bø544VIV.MN.E.C.25;S/N;;;
349640;Bø M.LEZCANO MZ.K CASA 16;S/N;;;
349641;BøJ.D.GARRO MN.C3 CASA 06;S/N;;;
349642;FRESNOS AMERICANOS M:D;S/N;C:01;;
349643;BøEL HORNERO MZ.3 C.12;S/N;;;
349644;BøEL HORNERO MZ.K D.10 PB;S/N;;;
349645;BøEL HORNERO MZ.I C.10;S/N;;MZ.I;
349646;BøSAN LUIS XV MZ.K CS.2;S/N;;;
349647;Bø J.F.BOGADO M:;S/N;K C:3;;
349648;Bø J.DE DIOS GARRO M:;S/N;M C24;;
349649;BøPUCARA M:;S/N;F.C3;;
349650;BøJ.DEL SUR;S/N;I C29;;
349651;B° 80 VIV M:;S/N;E C10;;
349652;B° PUCARA MZ E;S/N;C.04;;
349653;BøEL HORNERO DPTO.5;S/N;PB.;;
349654;Bø FELIX BOGADO MZ:G CS:1;S/N;;;
349655;Bø J.F.BOGADO;S/N;D C18;;
349656;BøSAN LUIS XV MN.M CASA 3;S/N;;;
349657;B° 200 VIV MUNI M:A C:10;S/N;;;
349658;Bø PUCARA M.D C.6;S/N;;;
349659;Bø544 VIV.MZ:C;S/N;C:8;;
349660;Bø 109 VIV.MZ.F-CASA:8-;S/N;;MZ.F;
349661;Bø 114 VIV. M:;S/N;C C19;;
349662;BøJ.DE DIOS GARRO M:;S/N;A C:5;;
349663;Bø M.LEZCANO MZ.J CASA 24;S/N;;;
349664;Bø544 VIV M:;S/N;O.C6;;
349665;B° 544 VIV. MZ.K CS.8;S/N;;;
349666;B° EL LINCE MZ:14 CS:32;S/N;;;
349667;Bø M.TORO;S/N;L C:6;;
349668;B° SAN LUIS XV M:Ñ;S/N;C:15;;
349669;B° SAN LUIS XV(15) M:;S/N;J C:1;;
349670;PADRE MUJICA SUR MZ A;S/N;C.16;;
349671;Bø SERRANIAS PUNT M: 104;S/N;C: 20;;
349672;B° SAN LUIS XXIII MZ.A;S/N;C:2;MZ.A;
349673;B° 80 VIV. M:;S/N;D C:4;;
349674;B° SAN LUIS XV MZ F C.12;S/N;;;
349675;B° 30 V. M:;S/N;A C:7;;
349676;Bø J.F.BOGADO MZA C;S/N;C:19;;
349677;B° EL HORNERO MZ.C CS.8;S/N;;MZ.C;
349678;B° 110 VIV.MZ.194 C.4;S/N;;;
349679;B° LOS FRESNOS MZ.B;S/N;CS.4;MZ.B;
349680;B°L.RODRIGUEZ MZ.D CS.9;S/N;;MZ.D;
349681;Bø JARDIN DEL SUR M:;S/N;B C:6;;
349682;B° J.F.BOGADO M:O C:1;S/N;;;
349683;B° EL HORNERO MZ.D CS.18;S/N;;MZ.D;
349684;BøL.RODRIGUEZ M:Y CS:14;S/N;;;
349685;Bø SAN LUIS XV(15);S/N;BC:18;;
349686;B°PUCARA MZ.F C.7;S/N;;MZ.F;
349687;B°JUAN DE DIOS GARRO MZ.L;S/N;C.28;;
349688;SAN LUIS XV MZ.A CS.7;S/N;;MZ.A;
349689;Bø 544 VIV M:V C:11;S/N;;;
349690;B° 544 VIV. MZ.Q CS.9;S/N;;;
349691;B° 650 VDAS SUR M:172;S/N;C:09;;
349692;Bø109 VIV M:B C:16;S/N;;;
349693;B° 110 VIV. MZ.F CS.5;S/N;;MZ.F;
349694;B° EL LINCE MZ.19 CS.24;S/N;;;
349695;B° F.BOGADO M:;S/N;D C28;;
349696;B°SAN LUIS XV;S/N;G C18;;
349697;B° SAN LUIS 23 M:B;S/N;C:27;;
349698;B° JARDIN DEL SUR MZ.B CS;S/N;S.17;MZ.B;
349699;B° JARDIN DEL SUR MZ.H;S/N;C:12;MZ.H;
349700;B°PUCARA-MZ.F-C.19;S/N;;MZ.F;
349701;B° EL HORNERO MZ.E CS.8;S/N;;MZ.E;
349702;B° M.DEL PORTEZUELO M:;S/N;11 C8;;
349703;B° M.LEZCANO MZ:M;S/N;C:10;;
349704;B°J.D.D.GARRO MZ:;S/N;DC:12;;
349705;B° M.LEZCANO MZ.H CS.18;S/N;;MZ.H;
349706;B° EL HORNERO MZ.D CS.20;S/N;;MZ.D;
349707;B° M.LEZCANO MZ.J CS.27;S/N;;;
349708;B° 30 VDAS MZ A C.11;S/N;;;
349709;BøPADRE MUJICA M:C C:6;S/N;;;
349710;B°V.DE LUJAN MZ.C C.29;S/N;;MZ.C;
349711;Bø SAN LUIS XV;S/N;J C:4;;
349712;B° MIR DEL POTEZUELO M:23;S/N;C: 1;;
349713;B°EL HORNERO M;S/N;FC:02;;
349714;Bø EL HORNERO ANEXO M:2;S/N;C:7;;
349715;Bø 544 VIV. M:;S/N;DC:2;;
349716;B° J.F.BOGADO MZ.C CS.6;S/N;;MZ.C;
349717;B° MANUEL LEZCANO M:Ñ C:5;S/N;;;
349718;B° JARDIN DEL SUR;S/N;B C22;;
349719;B° M.TORO MZ.E CS.4;S/N;;MZ.E;
349720;Bø SAN LUIS XXIII M:;S/N;B C13;;
349721;B° F. BOGADO MZ.Q C.12;S/N;;;
349722;B° JARDIN SUR MZA:;S/N;HCS25;;
349723;B°FRESNOS AMERICANOS;S/N;B C:7;;
349724;B°EL LINCE M:22 C:4;S/N;;;
349725;VIRGEN DE LUJAN MZ:A 09;S/N;;;
349726;LUCAS RODRIGUEZ;S/N;X C07;;
349727;Bø J.DE DIOS GARRO M:Ñ;S/N;C:25;;
349728;CIUDAD DEL ROSARIO;S/N;717;;
349729;B° FELIX BOGADO M:LL;S/N;C:09;;
349730;BøJ.DEL SUR MZ.C CS.6;S/N;;MZ.C;
349731;BøM.LEZCANO MZ.H CS.16;S/N;;MZ.H;
349732;Bø L.RODRIGUEZ MZ.T CS.8;S/N;;;
349733;BøM.LEZCANO MZ.D CS.11;S/N;;MZ.D;
349734;BøS.LUIS XXXIII MZ.E CS.5;S/N;;MZ.E;
349735;Bø 200 VIV.M:;S/N;B C:5;;
349736;Bø544 VIV. M:E C:22;S/N;;;
349737;BøV.DE LUJAN MZ.A CASA 25;S/N;;MZ.A;
349738;BøEL LINCE MZ.25 CASA 23;S/N;;;
349739;Bø M.LEZCANO M:;S/N;B C17;;
349740;MAXIMILIANO TORO MZ:G;S/N;C:10;;
349741;Bø J.DE DIOS GARRO;S/N;B2.15;;
349742;B° LUCAS RODRIGUEZ MZA R;S/N;CS 22;;
349743;B° 144 VIV M: C;S/N;C: 16;;
349744;Bø S.LUIS XV MZ.N CS.7;S/N;;;
349745;BøL.RODRIGUEZ MZ.F C.10;S/N;;MZ.F;
349746;Bø J.F.BOGADO MZ:Ñ;S/N;C:05;;
349747;Bø SAN LUIS XV(15);S/N;MKC07;;
349748;BøPUCARA M:;S/N;B.C13;;
349749;BøM.TORO MN.G.CASA 1;S/N;;;
349750;B°VIRGEN DE L. PEÑALOZA;S/N;1510;;
349751;BøS.LUIS XV M:B C:11;S/N;;;
349752;Bø.F.AMERICANOS MN.A.C.28;S/N;;;
349753;Bø EL LINCE MZ.21 CS.5;S/N;;;
349754;BøEL HORNERO MN.G.CASA 05;S/N;;;
349755;Bø EL HORNER MZA: K;S/N;C:10;;
349756;EL HORNERO MZ: F;S/N;CS:23;;
349757;B° 80 VIV. M:;S/N;D C:4;;
349758;Bø544 VIVIENDAS MZ: F;S/N;C: 8;;
349759;BøJ.DEL SUR MZ.G CS.11;S/N;;MZ.G;
349760;BøJ.DEL SUR MZ.E CS.2;S/N;;MZ.E;
349761;Bø FELIX BOGADO MZ: C;S/N;C: 08;;
349762;Bø544 VDAS MZ.N CS.6;S/N;;;
349763;Bø L.RODRIGUEZ;S/N;Y C11;;
349764;BøF.BOGADO MZ.LL CS.13;S/N;;;
349765;Bø J.F.BOGADO M:A C:12;S/N;;;
349766;Bø 544 VDAS MZ.P CS.9;S/N;;;
349767;Bø544 VDAS M:D;S/N;C:20;;
349768;Bø LUCAS RODRIGUEZ MZ:;S/N;VC:1;;
349769;Bø EL LINCE MZ.31 CS.3;S/N;;;
349770;Bø EL LINCE MZ.40 CS.24;S/N;;;
349771;BøV.DE LUJAN MN.A.C.25;S/N;;;
349772;BøF.AMERICANOS MN.E.C.10;S/N;;;
349773;Bø109VIV.MN.F.C.11;S/N;;;
349774;Bø544 VIV.MN.Q.C.14;S/N;;;
349775;Bø EL HORNERO M:;S/N;E C26;;
349776;Bø544VIV.MN.O CASA 9;S/N;;;
349777;BøF.BOGADO MN.C.CASA 21;S/N;;;
349778;BøJ.D.D.GARRO M:;S/N;M C20;;
349779;Bø114VIV.MN.187C.11;S/N;;;
349780;BøM.TORO MZ.Q C.8;S/N;;;
349781;BøF.BOGADO MZ.R C.5;S/N;;;
349782;BøJ.DE DIOS GARRO M I9 C;S/N;C:12;;
349783;BøEL LINCE MZ.40 CS.18;S/N;;;
349784;RUTA 146 SUR KM 129;S/N;;;
349785;B° 144 VIV. M:;S/N;D C:2;;
349786;Bø 30 VIVIENDAS MZA A;S/N;;;
349787;Bø544 VDAS MZ.A CS.24;S/N;;MZ A;
349788;BøL.RODRIGUEZ M:;S/N;R C22;;
349789;BøEL LINCE MZ.21 C.01;S/N;;;
349790;Bø 544 VIV.;S/N;C:18;;
349791;BøEL LINCE MZ.36 C.13;S/N;;;
349792;BøM.TORO MZ. C CS.2;S/N;;;
349793;BøEL HORNERO MN.H.CASA 13;S/N;;;
349794;BøJ.D.GARRO MN.14 CASA 10;S/N;;;
349795;BøF.AMERICANOS MZ.67 CS24;S/N;;;
349796;BøL.RODRIGUEZ M:W C:20;S/N;;;
349797;Bø544 VIV. M: I C: 12;S/N;;;
349798;B° 200 VIV M:D C:12;S/N;;;
349799;BøJ.DEL SUR MZ.J CS.11;S/N;;;
349800;Bø 544 VIV. MZA: I;S/N;C:2;;
349801;B°JUAN DE DIOS GARRO MZ:F;S/N;C:14;;
349802;Bø544 VIV. MZ.D CASA N 22;S/N;;MZ D;
349803;B° FRESNOS AMERICANOS M:;S/N;EC:09;;
349804;BøJ.D.D.GARRO MN.O CASA 9;S/N;;;
349805;B° 554 VIV. MZ:;S/N;R C:6;;
349806;Bø L.RODRIGUEZ;S/N;S  13;;
349807;BøEL LINCE M:14 C:17;S/N;;;
349808;B° J DDE DIOS GARRO M:;S/N;LC:7;;
349809;Bø J.F.BOGADO M:;S/N;H C12;;
349810;BøEL HORNERO MZ.A C.20;S/N;;MZ.A;
349811;BøJ.DE D.GARRO MZ.A CS.9;S/N;;MZ.A;
349812;Bø 544 VIV.MZ.D;S/N;C:13;MZ D;
349813;BøJ.DE D.GARRO MZ.1 C.2;S/N;;;
349814;BøL.RODRIGUEZ MZ.E C.2;S/N;;MZ.E;
349815;BøEL LINCE MZ 16 CASA 16;S/N;;;
349816;BøPUCARA MZ:A;S/N;C:31;;
349817;BøEL HORNERO MZ.E;S/N;C.15;MZ.E;
349818;Bø544 VIV.MNA D CASA 20;S/N;;;
349819;B° 500 VDAS M:139 C:16;S/N;;;
349820;B° SAN LUIS XV M:L;S/N;C:25;;
349821;B° SERRNIAS PUNT M: 247;S/N;C: 4;;
349822;BøJ.D.GARRO MZ.C3 C.13;S/N;;MZ.C;
349823;B°J.F.BOGADO MZ.M CS.14;S/N;;;
349824;RUTA NAC 146 KM 129;S/N;;;
349825;B° 544 VIV. MZ.N CS.13;S/N;;;
349826;Bø V. DE LUJAN MZA B;S/N;C:9;;
349827;B°J.D.D.GARRO M:D4 C:8;S/N;;;
349828;B°V.DE LUJAN MZ:C;S/N;C:385;;
349829;B° SAN LUIS 15 MZ A CS 5;S/N;;;
349830;BøEL LINCE MN.40 CS.03;S/N;;;
349831;B° EL LINCE MZ.27 CS.22;S/N;;;
349832;B° L.RODRIGUEZ MZ:V;S/N;C:11;;
349833;B°F.AMERICANOS MZ.A C.28;S/N;;MZ.A;
349834;Bø J.F.BOGADO M:;S/N;LC:10;;
349835;B° 88VIV MZ A CS 22;S/N;;;
349836;B° 110 VIV. M:51 C:6;S/N;;;
349837;B° 544 VIV. MZ.Q CS.28;S/N;;;
349838;Bø L.RODRIGUEZ M.Z;S/N;C:7;;
349839;B° 80 VV M:C;S/N;C:25;;
349840;B° LUCAS RODRIGUEZ M:P;S/N;C:11;;
349841;B° LOS FRESNOS MZ.A CS.10;S/N;;MZ.A;
349842;B° SAN LUIS XV MZ:K;S/N;C.20;;
349843;B° EL HORNERO MZ.J CS.9;S/N;;;
349844;200 VDAS MUNICIPAL MZA C;S/N;C.25;;
349845;B° SAN LUIS 23 M:A;S/N;C:05;;
349846;Bø J.DE DIOS GARRO MZ:Q;S/N;C:8;;
349847;B° 544 VIV MZ:;S/N;B.C15;;
349848;B° JARDIN DEL SUR MZ:C;S/N;C:11;;
349849;B° EL HORNERO MZ.C CS.24;S/N;;MZ.C;
349850;Bø M.TORO MZ.F C.5;S/N;;MZ.F;
349851;PADRE MUJICA MZA;S/N;D.C5;;
349852;B° J.P.PAYER MZ.1 CS.8;S/N;;;
349853;B° EL LINCE MZ.34 CS.3;S/N;;;
349854;B°S.LUIS XXIII MZ.D CS.21;S/N;;MZ.D;
349855;B° EL LINCE MZ.;S/N;C.14;;
349856;B°MAXIMILIANO TORO MZA A;S/N;11;;
349857;B° J.F.BOGADO MZ.L CS.25;S/N;;;
349858;B° JARDIN DEL SUR MZ:C;S/N;C:18;;
349859;Bø500 VIV SUR M:103 C:11;S/N;;;
349860;B° MIRADOR DEL PORT M: 32;S/N;C: 5;;
349861;B° V.DEL SOL MZ.N CS.10;S/N;;;
349862;B° J.DE DIOS GARRO MZ.B C;S/N;CS.11;MZ.B;
349863;B° EL LINCE MZ.18 CS.7;S/N;;;
349864;Bø544 VIV.MZ.G C.14;S/N;;MZ G;
349865;Bø PLAN JOVENOS 25-35 M:;S/N;DC:18;;
349866;B° JARDIN SUR MZ:F;S/N;C: 1;;
349867;B° JARDIN DEL SUR MZ.I CS;S/N;S.14;MZ.I;
349868;Bø200 V.MUNICIPAL M:;S/N;DC:16;;
349869;Bø JARDIN DEL SUR;S/N;IC:24;;
349870;B° L.RODRIGUEZ MZ.T CS.15;S/N;;;
349871;Bø SAN LUIS XV;S/N;IC:19;;
349872;B° EL HORNERO MZ.J CS.19;S/N;;;
349873;B° 110VDAS MZ 51 C 12;S/N;;;
349874;B°EL LINCE MZ.20 C.13;S/N;;;
349875;Bø PUCARA MZ.B C.13;S/N;;MZ.B;
349876;B° M. DEL PORTEZ. M:;S/N;D C19;;
349877;B° E.DEL SUR MZ.F CS.97;S/N;;MZ.F;
349878;B°S.LUIS XXIII MZA.D C.3;S/N;;;
349879;Bø J.F.BOGADO MZ:;S/N;K.C 9;;
349880;B°EL LINCE MZ.18 C.13;S/N;;;
349881;Bø J.DE DIOS GARRO M:;S/N;C C25;;
349882;POZO VERDE S/N;S/N;;;
349883;B° 80 VIV M:;S/N;A.C:4;;
349884;Bø L.RODRIGUEZ M: O C: 3;S/N;;;
349885;BøESTRELLA DEL SUR M:;S/N;B C34;;
349886;BøPUCARA MZ.A CASA 33;S/N;;MZ.A;
349887;BøL.RODRIGUEZ MZ.V C.8;S/N;;;
349888;BøEL HORNERO MN.B.C.08;S/N;;;
349889;Bø 110 VIV. M: B;S/N;C: 14;;
349890;B° VIRGEN DE LUJAN M:C;S/N;C:22;;
349891;Bø L.RODRIGUEZ;S/N;T C16;;
349892;Bø544VIV.MN.C.C.3;S/N;;;
349893;Bø544VIV.MN.N.C.27;S/N;;;
349894;BøEL LINCE MN.22 C.25;S/N;;;
349895;BøJ.DE DIOS GARRO M:Ñ C:5;S/N;;;
349896;B°144 VDAS MZ G;S/N;C:3;;
349897;BøL.RODRIGUEZ M:;S/N;T C:4;;
349898;Bø544VIV.MN.E.C.07;S/N;;;
349899;B° MAXIMILIANO TORO M:E;S/N;C:03;;
349900;BøM.LEZCANO MN.M.CASA 18;S/N;;;
349901;Bø JARDIN DLE SUR MZ:E;S/N;C: 21;;
349902;Bø110 V.MN.194 C.12;S/N;;;
349903;Bø J.DE DIOS GARRO;S/N;G7 21;;
349904;BøEL HORNERO MN.E.C.11;S/N;;;
349905;BøM.LESCANO MZ.N;S/N;C.4;;
349906;BøJ.DE DIOS GARRO MZ.11;S/N;C.13;;
349907;Bø110 VDAS MZ.191 CS.18;S/N;;;
349908;Bø110 VDAS MZ.194 CS.3;S/N;;;
349909;B° 544 VIV.MZ.;S/N;B.C15;;
349910;B° 109 VIV.M:A C:2;S/N;;;
349911;BøF.AMERICANOS MZ.77 CS.2;S/N;;;
349912;Bø L.RODRIGUEZ MZ.W CS.15;S/N;;;
349913;Bø109 VDAS M:C;S/N;C:01;;
349914;Bø 544 VIV. M:N CS.12;S/N;;;
349915;BøJ.DEL SUR MZ.D CS.23;S/N;;MZ.D;
349916;RUTA 146 KM 6;S/N;;;
349917;BøF.AMERICANOS MN.67 C.24;S/N;;;
349918;BøEL HORNERO M:A C:22;S/N;;;
349919;B° SERRAN PUNTANAS M: 231;S/N;C: 19;;
349920;BøF.BOGADO M:C C:7;S/N;;;
349921;BøF.BOGADO MZ:;S/N;M C:6;;
349922;Bø V.DE LUJAN M:C C:1;S/N;;;
349923;Bø V.DE LUJAN MZ C CS 10;S/N;;;
349924;BøJ.D.GARRO MZ:;S/N;LC:19;;
349925;BøS.LUIS 23 MN.E.C.08;S/N;;;
349926;Bø544VIV.MN.P CASA 11;S/N;;;
349927;Bø VIRGEN DE LUJAN MZ:B;S/N;CS.3;;
349928;Bø EL LINCE MZ.27 C.1;S/N;;;
349929;Bø SAN LUIS XXVI MZ:1CS:3;S/N;;;
349930;Bø 120 VIV M:;S/N;D C11;;
349931;Bø EL HORNERO MZ.H CS.19;S/N;;MZ.H;
349932;Bø EL LINCE MZ.30 CS.7;S/N;;;
349933;BøSAN LUIS XXIII M.B C.28;S/N;;;
349934;Bø VIRGEN DE LUJAN M: B;S/N;C:36;;
349935;Bø544 VIV.MZ.E C.22;S/N;;MZ E;
349936;B° FELIX BOGADO M: D;S/N;C:24;;
349937;BøM.DEL PORTEZUELO M:33;S/N;C:1;;
349938;BøJ.F.BOGADO MZ.N CS.1;S/N;;;
349939;BøEL LINCE MZ.31 C.8;S/N;;;
349940;Bø110 VDAS MZ.191 C.15;S/N;;;
349941;B° S.PUNTANAS M:229;S/N;C:2;;
349942;B° S.PUNTANAS M:229;S/N;C:15;;
349943;Bø SAN LUIS XXIII;S/N;CAL 8;;
349944;BøJ.DE DIOS GARRO;S/N;A1C11;;
349945;B° OLAN JOVENES 25/35 MZ:;S/N;A.C22;;
349946;Bø LOS F.AMERICANOS MZ:A;S/N;C: 7;;
349947;B° SERRANIAS PUNT M:227;S/N;C: 15;;
349948;B° MAXIMILIANO TORO M:;S/N;D C:7;;
349949;BøJ.D.D.GARRO MZ:;S/N;O C:6;;
349950;BøF.BOGADO MN.E CASA 3;S/N;;;
349951;Bø EL HORNERO MZ.G CS 16;S/N;;MZ.G;
349952;BøSAN LUIS XV MN.L CASA 6;S/N;;;
349953;Bø FELIX BOGADO M:B;S/N;C:23;;
349954;Bø M.LESCANO MZ.L CASA 24;S/N;;;
349955;Bø 544 VDAS. MZ.J CASA 8;S/N;;;
349956;B° 80 VDAS MZ E;S/N;C.08;;
349957;Bø 544 VIV.-M. B -C:15;S/N;;;
349958;Bø 544 VIV M:;S/N;N.C14;;
349959;Bø544 VIV. M:Q;S/N;C:19;;
349960;BøEL LINCE MZ.39 CASA 16;S/N;;;
349961;BøTIBILETTI CALLE 41;S/N;C.534;;
349962;B° MANUEL LEZCANO M:;S/N;B C:7;;
349963;Bø 544 VDAS MZ.F CS.18;S/N;;MZ F;
349964;Bø LUCAS RODRIGUES M:G;S/N;C:24;;
349965;Bø FELIX BOGADO M:B;S/N;C:5;;
349966;B° EL LINCE MZ.40 CS.13;S/N;;;
